City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
627,Yinchuan,CN,38.4681,106.2731,74.91,22,0,3.49,clear sky
628,Biak,ID,-0.9131,122.8766,76.33,89,84,2.42,broken clouds
629,Port Macquarie,AU,-31.4333,152.9167,55.89,87,48,3.0,light rain
630,Flin Flon,CA,54.7682,-101.865,42.64,93,100,3.44,overcast clouds
631,Masuda,JP,34.6667,131.85,63.64,71,98,3.6,overcast clouds
632,Manuk Mangkaw,PH,4.8,119.85,83.3,72,93,4.27,overcast clouds
633,Sinjai,ID,-5.1241,120.253,75.74,87,65,2.75,broken clouds
634,Mopipi,BW,-21.1833,24.8833,65.77,31,0,7.56,clear sky
635,Fairview,US,40.8126,-73.999,71.78,43,0,17.27,clear sky
636,Lukiv,UA,51.0521,25.4006,63.18,52,37,8.28,scattered clouds
637,Tynda,RU,55.1667,124.7167,39.81,77,13,5.37,few clouds
638,Altay,CN,47.8667,88.1167,68.68,43,100,2.8,overcast clouds
639,Pangkalanbuun,ID,-2.6833,111.6167,75.85,95,41,1.83,scattered clouds
640,Mackay,AU,-21.15,149.2,67.68,89,37,13.67,scattered clouds
641,Half Moon Bay,US,37.4636,-122.4286,68.88,68,0,10.36,mist
642,Vestmanna,FO,62.1564,-7.1664,47.32,87,100,6.91,light rain
643,Tawau,MY,4.2498,117.8871,78.93,94,89,1.77,overcast clouds
644,Kasama,ZM,-10.2129,31.1808,69.33,50,56,1.39,broken clouds
645,Cape Coast,GH,5.1053,-1.2466,81.12,78,100,8.21,light rain
646,Harper,LR,4.375,-7.7169,80.35,79,68,8.34,light rain
647,Girne,CY,35.3417,33.3167,83.75,65,0,22.03,clear sky
648,Ambon,ID,-3.6954,128.1814,77.14,94,40,1.14,heavy intensity rain
649,Ahmadpur East,PK,29.1431,71.2598,86.63,36,0,22.55,clear sky
650,Nogales,MX,31.3086,-110.9422,73.24,28,0,4.61,clear sky
651,Liwale,TZ,-9.7667,37.9333,72.09,66,12,2.39,few clouds
652,Sompeta,IN,18.9333,84.6,86.52,72,36,7.63,scattered clouds
653,Ingham,US,42.6,-84.3833,59.02,65,40,11.5,scattered clouds
654,Russell,US,32.3502,-85.1999,76.15,78,75,14.97,broken clouds
655,Morant Bay,JM,17.8815,-76.4093,91.71,69,98,12.68,overcast clouds
656,Batagay-Alyta,RU,67.8006,130.4114,30.6,86,75,3.65,broken clouds
657,Torres,BR,-29.3353,-49.7269,75.83,56,1,4.65,clear sky
658,Vadso,NO,70.0744,29.7487,47.28,81,75,13.8,broken clouds
659,Berdigestyakh,RU,62.0989,126.6992,47.03,63,81,2.55,broken clouds
660,Warrington,GB,53.3925,-2.5802,60.46,69,40,12.66,scattered clouds
661,Borovoy,RU,55.4333,86.0833,63.68,29,0,4.47,clear sky
662,Nelson,NZ,-41.2833,173.2833,40.28,88,0,4.0,clear sky
663,La Asuncion,VE,11.0333,-63.8628,80.49,73,77,15.66,broken clouds
664,Gumdag,TM,39.2061,54.5906,92.05,11,77,14.18,broken clouds
665,Nikolsk,RU,53.7189,46.0712,41.49,73,99,9.42,overcast clouds
666,Izhma,RU,65.0083,53.9113,38.73,92,100,3.33,overcast clouds
667,Cumberland,US,35.0502,-78.8664,85.48,63,0,3.0,clear sky
668,Opuwo,NA,-18.0607,13.84,74.59,16,1,5.93,clear sky
669,Dwarka,IN,22.2394,68.9678,83.61,83,40,24.25,scattered clouds
670,Smithers,CA,54.7804,-127.1743,48.52,66,75,2.3,broken clouds
671,Sabzevar,IR,36.2126,57.6819,85.28,10,0,6.91,clear sky
672,Taree,AU,-31.9,152.4667,60.12,94,61,2.39,broken clouds
673,Mabaruma,GY,8.2,-59.7833,82.4,78,75,4.61,broken clouds
674,Pokhara,NP,28.2333,83.9833,69.6,69,89,5.97,overcast clouds
675,Riyadh,SA,24.6877,46.7219,104.14,7,0,11.34,clear sky
676,Kukuna,SL,9.4,-12.6667,91.33,51,100,2.98,overcast clouds
677,Wilson,US,36.1501,-86.2833,63.79,86,100,12.41,overcast clouds
678,Wageningen,NL,51.9667,5.6667,70.34,77,75,0.0,broken clouds
679,Channel-Port Aux Basques,CA,47.5702,-59.1367,48.52,91,100,13.38,overcast clouds
680,Leh,IN,34.1667,77.5833,50.43,32,55,4.79,broken clouds
681,Pampierstad,ZA,-27.7832,24.6877,59.41,47,10,4.83,clear sky
682,Killybegs,IE,54.6333,-8.45,55.11,74,52,11.16,broken clouds
683,Benjamin Aceval,PY,-24.9667,-57.5667,75.6,39,9,5.35,clear sky
684,Orange,US,33.7,-117.7675,62.82,85,100,6.91,overcast clouds
685,Kahului,US,20.8947,-156.47,73.85,74,0,9.22,clear sky
686,Solnechnyy,RU,50.7214,136.6319,46.71,82,100,5.1,moderate rain
687,Broome,US,42.2506,-75.833,62.69,61,40,12.66,scattered clouds
688,Kinkala,CG,-4.3614,14.7644,77.25,76,97,4.32,overcast clouds
689,Saint Albans,GB,51.75,-0.3333,68.13,53,20,11.5,few clouds
690,Udachnyy,RU,66.4167,112.4,48.45,81,100,19.86,overcast clouds
691,Zhongshu,CN,24.5167,103.7667,58.68,99,100,2.71,overcast clouds
692,Andenes,NO,69.3143,16.1194,57.18,58,0,3.44,clear sky
693,Grindavik,IS,63.8424,-22.4338,50.47,71,75,6.91,broken clouds
694,Krasnooktyabrskiy,RU,44.9328,38.3712,59.09,78,87,6.69,light rain
695,Havoysund,NO,70.9963,24.6622,50.23,70,41,13.8,scattered clouds
696,Kaga,JP,36.2997,136.3145,58.93,94,40,3.44,scattered clouds
697,Sisophon,KH,13.5859,102.9737,76.69,90,100,5.1,overcast clouds
698,Pierre,US,44.3683,-100.351,61.29,51,0,10.36,clear sky
699,Bayan,CN,46.0833,127.4,60.39,68,34,4.76,scattered clouds
700,Suhaia,RO,43.7333,25.25,68.56,59,43,11.61,scattered clouds
701,Antalaha,MG,-14.9003,50.2788,73.27,75,5,9.91,clear sky
702,Tampilisan,PH,8.0167,122.6833,74.07,94,100,4.09,overcast clouds
703,Sulangan,PH,11.1373,123.7228,83.34,74,58,5.91,broken clouds
704,Ghanaur,IN,30.3322,76.6072,78.62,47,80,4.0,moderate rain
